stand,kanton,jahr,stufe,schultyp,geschlecht,staatsangehoerigkeit,traegerschaft,finanzierung,anzahl
2025-01-13,zh,2017,Primarstufe 1-2,Regelschule,männlich,Schweiz,privat,privat,567
2025-01-13,zh,2017,Primarstufe 1-2,Regelschule,männlich,Ausland,privat,privat,454
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,25
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,24
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,21
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,13
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,47
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,41
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,53
2025-01-13,zh,2017,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,38
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,30200
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,weiblich,Ausland,öffentlich,öffentlich,10516
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,weiblich,Schweiz,privat,privat,1204
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,weiblich,Ausland,privat,privat,996
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,männlich,Schweiz,öffentlich,öffentlich,31657
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,männlich,Ausland,öffentlich,öffentlich,10851
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,männlich,Schweiz,privat,privat,1451
2025-01-13,zh,2017,Primarstufe 3-8,Regelschule,männlich,Ausland,privat,privat,1134
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,102
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,62
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,145
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,71
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,224
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,133
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,404
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,286
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,3
2025-01-13,zh,2017,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,4
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,11172
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3726
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,weiblich,Ausland,privat,öffentlich,1
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,weiblich,Schweiz,privat,privat,1016
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,weiblich,Ausland,privat,privat,515
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,männlich,Schweiz,öffentlich,öffentlich,11738
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,männlich,Ausland,öffentlich,öffentlich,4058
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,männlich,Schweiz,privat,öffentlich,11
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,männlich,Ausland,privat,öffentlich,4
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,männlich,Schweiz,privat,privat,1364
2025-01-13,zh,2017,Sekundarstufe I,Regelschule,männlich,Ausland,privat,privat,576
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3233
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,518
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,149
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,47
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2794
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,495
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,139
2025-01-13,zh,2017,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,67
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,62
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,42
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,143
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,65
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,6
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,2
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,114
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,57
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,308
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,172
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,12
2025-01-13,zh,2017,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,6
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4923
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,668
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,810
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,416
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3621
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,541
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,728
2025-01-13,zh,2017,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,495
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,26
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,14
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,26
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,7
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,37
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,22
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,39
2025-01-13,zh,2017,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,18
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,485
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,350
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,7
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,öffentlich,1
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,133
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,37
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,561
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,566
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,öffentlich,1
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,79
2025-01-13,zh,2017,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,8
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10125
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,2527
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4559
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,849
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,1954
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,239
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16273
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3917
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2796
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,571
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1298
2025-01-13,zh,2017,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,172
2025-01-13,zh,2017,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,12100
2025-01-13,zh,2017,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,3027
2025-01-13,zh,2017,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9103
2025-01-13,zh,2017,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2237
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,1339
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,194
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,3228
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,349
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3984
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,751
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1952
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,259
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2599
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,355
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,4421
2025-01-13,zh,2017,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,796
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,10177
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,1513
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,632
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,84
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,8627
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,1146
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,888
2025-01-13,zh,2017,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,129
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,10580
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3959
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,weiblich,Schweiz,privat,privat,494
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,weiblich,Ausland,privat,privat,369
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,männlich,Schweiz,öffentlich,öffentlich,11322
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,männlich,Ausland,öffentlich,öffentlich,4047
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,männlich,Schweiz,privat,privat,545
2025-01-13,zh,2016,Primarstufe 1-2,Regelschule,männlich,Ausland,privat,privat,450
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,22
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,14
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,11
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,3
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,40
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,29
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,60
2025-01-13,zh,2016,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,35
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,29693
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,weiblich,Ausland,öffentlich,öffentlich,10204
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,weiblich,Schweiz,privat,privat,1176
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,weiblich,Ausland,privat,privat,958
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,männlich,Schweiz,öffentlich,öffentlich,30908
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,männlich,Ausland,öffentlich,öffentlich,10595
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,männlich,Schweiz,privat,privat,1429
2025-01-13,zh,2016,Primarstufe 3-8,Regelschule,männlich,Ausland,privat,privat,1087
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,98
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,69
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,145
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,93
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,1
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,privat,1
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,209
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,137
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,414
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,288
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,5
2025-01-13,zh,2016,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,1
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,10999
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3698
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,weiblich,Schweiz,privat,privat,971
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,weiblich,Ausland,privat,privat,514
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,männlich,Schweiz,öffentlich,öffentlich,11635
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,männlich,Ausland,öffentlich,öffentlich,4011
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,männlich,Schweiz,privat,privat,1344
2025-01-13,zh,2016,Sekundarstufe I,Regelschule,männlich,Ausland,privat,privat,595
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3226
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,483
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,153
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,41
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2697
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,462
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,130
2025-01-13,zh,2016,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,69
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,67
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,42
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,142
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,55
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,5
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,2
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,125
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,57
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,272
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,162
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,11
2025-01-13,zh,2016,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,8
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4813
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,657
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,775
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,432
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3584
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,508
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,715
2025-01-13,zh,2016,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,478
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,22
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,16
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,28
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,12
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,42
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,21
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,45
2025-01-13,zh,2016,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,17
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,563
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,370
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,7
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,119
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,36
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,615
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,469
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,öffentlich,2
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,52
2025-01-13,zh,2016,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,6
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10198
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,2391
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4523
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,810
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2002
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,172
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16360
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3773
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2713
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,537
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1318
2025-01-13,zh,2016,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,171
2025-01-13,zh,2016,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,11978
2025-01-13,zh,2016,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,2985
2025-01-13,zh,2016,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9087
2025-01-13,zh,2016,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2235
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,1255
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,181
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,3178
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,329
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3676
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,572
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1892
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,251
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2567
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,271
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,4029
2025-01-13,zh,2016,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,662
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,9884
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,1432
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,631
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,85
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,8413
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,1077
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,857
2025-01-13,zh,2016,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,115
2025-01-13,zh,2015,Primarstufe 1-2,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,10571
2025-01-13,zh,2015,Primarstufe 1-2,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3714
2025-01-13,zh,2015,Primarstufe 1-2,Regelschule,weiblich,Schweiz,privat,privat,485
2025-01-13,zh,2015,Primarstufe 1-2,Regelschule,weiblich,Ausland,privat,privat,368
2025-01-13,zh,2015,Primarstufe 1-2,Regelschule,männlich,Schweiz,öffentlich,öffentlich,11086
