stand,kanton,jahr,stufe,schultyp,geschlecht,staatsangehoerigkeit,traegerschaft,finanzierung,anzahl
2025-01-13,zh,2011,Primarstufe 3-8,Regelschule,weiblich,Schweiz,privat,privat,1056
2025-01-13,zh,2011,Primarstufe 3-8,Regelschule,weiblich,Ausland,privat,privat,954
2025-01-13,zh,2011,Primarstufe 3-8,Regelschule,männlich,Schweiz,öffentlich,öffentlich,28876
2025-01-13,zh,2011,Primarstufe 3-8,Regelschule,männlich,Ausland,öffentlich,öffentlich,9371
2025-01-13,zh,2011,Primarstufe 3-8,Regelschule,männlich,Schweiz,privat,privat,1382
2025-01-13,zh,2011,Primarstufe 3-8,Regelschule,männlich,Ausland,privat,privat,1018
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,109
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,67
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,191
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,77
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,1
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,260
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,158
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,415
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,225
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,12
2025-01-13,zh,2011,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,1
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,11176
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3247
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,weiblich,Schweiz,privat,privat,1092
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,weiblich,Ausland,privat,privat,456
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,männlich,Schweiz,öffentlich,öffentlich,11868
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,männlich,Ausland,öffentlich,öffentlich,3415
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,männlich,Schweiz,privat,privat,1379
2025-01-13,zh,2011,Sekundarstufe I,Regelschule,männlich,Ausland,privat,privat,564
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3341
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,427
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,171
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,25
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2716
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,365
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,161
2025-01-13,zh,2011,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,32
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,63
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,42
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,159
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,52
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,8
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,3
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,132
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,56
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,319
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,121
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,16
2025-01-13,zh,2011,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,5
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4481
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,464
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,670
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,406
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3362
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,367
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,523
2025-01-13,zh,2011,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,379
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,23
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,11
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,20
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,11
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,42
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,24
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,47
2025-01-13,zh,2011,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,17
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,678
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,343
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,13
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,öffentlich,1
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,200
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,46
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,572
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,355
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,95
2025-01-13,zh,2011,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,16
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10645
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,2056
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4942
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,803
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2605
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,328
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16644
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3371
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2870
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,584
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1691
2025-01-13,zh,2011,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,259
2025-01-13,zh,2011,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,12268
2025-01-13,zh,2011,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,2601
2025-01-13,zh,2011,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9338
2025-01-13,zh,2011,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2054
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,874
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,93
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2920
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,281
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3222
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,691
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1865
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,222
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2383
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,217
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,3528
2025-01-13,zh,2011,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,690
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,7856
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,1043
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,732
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,110
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,6382
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,733
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,1352
2025-01-13,zh,2011,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,208
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,9216
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3061
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,weiblich,Schweiz,privat,privat,447
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,weiblich,Ausland,privat,privat,291
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,männlich,Schweiz,öffentlich,öffentlich,9515
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,männlich,Ausland,öffentlich,öffentlich,3231
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,männlich,Schweiz,privat,privat,507
2025-01-13,zh,2010,Primarstufe 1-2,Regelschule,männlich,Ausland,privat,privat,331
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,57
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,47
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,27
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,15
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,123
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,88
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,38
2025-01-13,zh,2010,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,29
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,27592
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,weiblich,Ausland,öffentlich,öffentlich,8825
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,weiblich,Schweiz,privat,privat,1025
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,weiblich,Ausland,privat,privat,888
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,männlich,Schweiz,öffentlich,öffentlich,28856
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,männlich,Ausland,öffentlich,öffentlich,9258
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,männlich,Schweiz,privat,privat,1313
2025-01-13,zh,2010,Primarstufe 3-8,Regelschule,männlich,Ausland,privat,privat,965
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,128
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,59
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,205
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,80
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,3
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,239
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,147
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,423
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,217
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Schweiz,privat,privat,10
2025-01-13,zh,2010,Primarstufe 3-8,Heim- und Sonderschule,männlich,Ausland,privat,privat,3
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,11289
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3240
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,weiblich,Schweiz,privat,privat,1046
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,weiblich,Ausland,privat,privat,435
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,männlich,Schweiz,öffentlich,öffentlich,12091
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,männlich,Ausland,öffentlich,öffentlich,3430
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,männlich,Schweiz,privat,privat,1321
2025-01-13,zh,2010,Sekundarstufe I,Regelschule,männlich,Ausland,privat,privat,529
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,3230
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,399
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Schweiz,privat,privat,183
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,weiblich,Ausland,privat,privat,25
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,2758
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,männlich,Ausland,öffentlich,öffentlich,353
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,männlich,Schweiz,privat,privat,146
2025-01-13,zh,2010,Sekundarstufe I,Mittelschule,männlich,Ausland,privat,privat,22
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,57
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,43
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,154
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,45
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Schweiz,privat,privat,7
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,weiblich,Ausland,privat,privat,3
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,133
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,62
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,306
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,113
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Schweiz,privat,privat,17
2025-01-13,zh,2010,Sekundarstufe I,Heim- und Sonderschule,männlich,Ausland,privat,privat,3
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Schweiz,öffentlich,öffentlich,4536
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Ausland,öffentlich,öffentlich,416
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Schweiz,privat,privat,671
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,weiblich,Ausland,privat,privat,357
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,männlich,Schweiz,öffentlich,öffentlich,3269
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,männlich,Ausland,öffentlich,öffentlich,287
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,männlich,Schweiz,privat,privat,522
2025-01-13,zh,2010,Sekundarstufe II,Mittelschule,männlich,Ausland,privat,privat,356
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,18
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,13
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,30
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,10
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,46
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,26
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,49
2025-01-13,zh,2010,Sekundarstufe II,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,17
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,öffentlich,öffentlich,705
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Ausland,öffentlich,öffentlich,392
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,öffentlich,15
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Schweiz,privat,privat,231
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,weiblich,Ausland,privat,privat,32
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Schweiz,öffentlich,öffentlich,576
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Ausland,öffentlich,öffentlich,327
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,öffentlich,1
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Schweiz,privat,privat,77
2025-01-13,zh,2010,Sekundarstufe II,Brückenangebot,männlich,Ausland,privat,privat,10
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,öffentlich,öffentlich,10671
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,öffentlich,öffentlich,1937
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,öffentlich,4788
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,öffentlich,828
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Schweiz,privat,privat,2452
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,weiblich,Ausland,privat,privat,330
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,öffentlich,öffentlich,16626
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,männlich,Ausland,öffentlich,öffentlich,3257
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,öffentlich,2727
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,öffentlich,610
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,männlich,Schweiz,privat,privat,1433
2025-01-13,zh,2010,Sekundarstufe II,Berufsfachschule,männlich,Ausland,privat,privat,250
2025-01-13,zh,2010,Tertiärstufe,Universitäre Hochschule,weiblich,Schweiz,öffentlich,öffentlich,12219
2025-01-13,zh,2010,Tertiärstufe,Universitäre Hochschule,weiblich,Ausland,öffentlich,öffentlich,2533
2025-01-13,zh,2010,Tertiärstufe,Universitäre Hochschule,männlich,Schweiz,öffentlich,öffentlich,9388
2025-01-13,zh,2010,Tertiärstufe,Universitäre Hochschule,männlich,Ausland,öffentlich,öffentlich,2025
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,öffentlich,öffentlich,803
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,öffentlich,öffentlich,125
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,öffentlich,2860
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,öffentlich,266
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,weiblich,Schweiz,privat,privat,3001
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,weiblich,Ausland,privat,privat,1131
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,öffentlich,öffentlich,1587
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,öffentlich,öffentlich,194
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,öffentlich,2622
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,öffentlich,267
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,männlich,Schweiz,privat,privat,3060
2025-01-13,zh,2010,Tertiärstufe,Höhere Berufsbildung,männlich,Ausland,privat,privat,1333
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,öffentlich,öffentlich,7649
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,öffentlich,öffentlich,985
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Schweiz,privat,privat,693
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,weiblich,Ausland,privat,privat,104
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,öffentlich,öffentlich,6048
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,öffentlich,öffentlich,738
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Schweiz,privat,privat,1342
2025-01-13,zh,2010,Tertiärstufe,Fachhochschule und pädagogische Hochschule,männlich,Ausland,privat,privat,215
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,8869
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,weiblich,Ausland,öffentlich,öffentlich,3167
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,weiblich,Schweiz,privat,privat,386
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,weiblich,Ausland,privat,privat,352
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,männlich,Schweiz,öffentlich,öffentlich,9258
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,männlich,Ausland,öffentlich,öffentlich,3223
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,männlich,Schweiz,privat,privat,452
2025-01-13,zh,2009,Primarstufe 1-2,Regelschule,männlich,Ausland,privat,privat,366
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,öffentlich,öffentlich,86
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,öffentlich,öffentlich,67
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Schweiz,privat,öffentlich,36
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,weiblich,Ausland,privat,öffentlich,13
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,öffentlich,öffentlich,188
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,öffentlich,öffentlich,144
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,männlich,Schweiz,privat,öffentlich,60
2025-01-13,zh,2009,Primarstufe 1-2,Heim- und Sonderschule,männlich,Ausland,privat,öffentlich,41
2025-01-13,zh,2009,Primarstufe 3-8,Regelschule,weiblich,Schweiz,öffentlich,öffentlich,27384
2025-01-13,zh,2009,Primarstufe 3-8,Regelschule,weiblich,Ausland,öffentlich,öffentlich,8989
2025-01-13,zh,2009,Primarstufe 3-8,Regelschule,weiblich,Schweiz,privat,privat,1051
2025-01-13,zh,2009,Primarstufe 3-8,Regelschule,weiblich,Ausland,privat,privat,847
2025-01-13,zh,2009,Primarstufe 3-8,Regelschule,männlich,Schweiz,öffentlich,öffentlich,28482
2025-01-13,zh,2009,Primarstufe 3-8,Regelschule,männlich,Ausland,öffentlich,öffentlich,9482
